clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision,label
clip_0282,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0282.wav,"the informal sector, almost 91% of the agriculture workers are informal.",5.0,0.036273486706855054,0.03799557261559959,407.2478044239257,464.8194704847608,0.157942,1731.97,117.19,72,11,0,0,0,0,0,0,PROCEED,1
clip_0534,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0534.wav,"The highest percentage of polyagenes foods, that is coconut and associated, where...",5.0,0.023414,0.015899,151.15,10.96,0.213827,2071.53,144.23,84,12,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0048,,,3.693375995306004,0.029938724831103384,0.0223019642987431,1111.3012903229753,220.47252564652877,0.1576306872672322,1501.6260102503682,126.66931208844083,92,15,2,0,0,1,1,0,VERIFY,1
synthetic_verify_0190,,,3.042758073674726,0.0371013534833189,0.0388873094302016,220.03030354174132,471.02937107240734,0.1529207495523603,2080.931849627876,117.70077119587448,45,3,0,0,1,1,0,0,VERIFY,0
synthetic_reject_0107,,,3.8944050810096713,0.0480326883348339,0.0280487799693774,1383.1183611609051,308.2388200853816,0.2985884426681963,2421.709949294115,100.85105143573358,68,14,2,2,2,2,2,0,REJECT,0
clip_0586,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0586.wav,"supportive irrigation and riverine system, we are still...",5.0,0.026736,0.022363,146.15,28.55,0.217957,2079.81,144.23,58,8,0,0,0,0,0,0,PROCEED,0
clip_0246,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0246.wav,The major varieties of ink temperate cut flowers include carnation,5.0,0.065807,0.051798,200.72,0.38,0.258923,2388.95,104.17,66,10,0,0,0,0,0,0,PROCEED,0
clip_0560,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0560.wav,of agriculture is not a phenomena confined to Sri Lankan only. We find that...,5.0,0.029442,0.024726,164.05,25.33,0.183133,1894.17,133.93,78,14,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0013,,,4.77554019752192,0.0618010646822132,0.0427472247977331,1188.7439441152185,408.0131877342526,0.2245235918585618,1846.739319874092,174.01334424577783,112,6,1,2,2,2,1,2,REJECT,0
clip_0473,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0473.wav,another issue in having commercial and productive agriculture.,5.0,0.026934,0.021096,0.0,0.0,0.19692,1946.87,85.23,62,8,0,0,0,0,0,0,PROCEED,0
clip_0453,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0453.wav,"And when you look at the population profile in matching to this, about four districts.",5.0,0.03026735212490111,0.031147956086702278,1376.2723986427536,667.95291315455,0.223213,2111.64,133.93,86,15,0,0,0,0,0,0,PROCEED,1
clip_0524,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0524.wav,And if you look at the...,5.0,0.01877950870936081,0.024308887289501476,110.45037432615588,14.320164466419495,0.227069,2217.39,117.19,25,6,0,0,0,0,0,0,PROCEED,1
clip_0336,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0336.wav,to make the farming or agricultural work attractive to the people engaged in those,5.0,0.030752,0.03115,390.0,395.88,0.186915,1922.02,133.93,82,14,0,0,0,0,0,0,PROCEED,0
clip_0043,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0043.wav,quality production for the KU supermarket chain.,5.0,0.013726987935573825,0.020389203357234903,598.9448451621972,823.1034251564749,0.174826,1793.85,117.19,48,7,0,0,0,0,0,0,PROCEED,1
synthetic_proceed_0010,,,4.513853690254027,0.04484126264255812,0.011577003584177329,1632.4489458811877,672.675461337831,0.1355044388788265,1956.5717896092517,97.39773995218036,79,7,0,0,0,0,0,0,PROCEED,1
clip_0327,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0327.wav,Young people are not coming in power. The older people are remaining,5.0,0.03147266430513912,0.03477865131589878,403.4970659155977,446.04065056713506,0.172139,1819.97,133.93,68,12,0,0,0,0,0,0,PROCEED,1
clip_0101,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0101.wav,,5.0,0.004298535010255174,0.0043846637127569095,567.3376223438227,164.91432461579944,0.210981,2100.82,93.75,0,0,0,0,0,0,0,0,PROCEED,1
clip_0044,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0044.wav,They received one hundred and twenty,5.0,0.012774,0.020313,224.7,65.28,0.166448,1838.46,187.5,36,6,0,0,0,0,0,0,PROCEED,0
clip_0578,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0578.wav,"If you look at primer change, it is projected that by 2050...",5.0,0.023622,0.016402,171.17,29.07,0.207967,2035.21,133.93,61,12,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0154,,,3.0246194060321514,0.03446502835410176,0.014298590283773477,672.5849448321208,410.11466539630726,0.2121026495846721,1598.7540164339184,144.57405100956123,75,5,2,1,1,2,2,1,REJECT,1
clip_0297,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0297.wav,have long term erosible,5.0,0.01805752940824025,0.024519229166412655,1025.3340735405802,98.50766361872262,0.209976,2124.36,170.45,23,4,0,0,0,0,0,0,PROCEED,1
synthetic_proceed_0086,,,3.629610117841136,0.03921893864591044,0.028229475458345338,933.2835252282425,149.69422709239421,0.1460878548797101,1705.7211035943442,171.4526153802056,26,17,0,0,0,0,0,0,PROCEED,1
clip_0335,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0335.wav,"So, we need to change and introduce different working models.",5.0,0.024791,0.017687,139.52,23.78,0.199101,1974.06,125.0,61,10,0,0,0,0,0,0,PROCEED,0
clip_0571,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0571.wav,"This can be further explained, you can see the reverse system.",5.0,0.022182,0.019207,0.0,0.0,0.219042,2101.27,98.68,62,11,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0137,,,2.825882825108164,0.0201767436943448,0.0319171396605903,539.3315081626192,287.0538104787436,0.1237816482575449,1441.3175702879776,124.58255498270162,115,3,0,1,1,0,1,0,VERIFY,0
synthetic_verify_0184,,,3.719750488198255,0.01959539808650279,0.036115060254925106,506.26907764102293,680.9474657980574,0.2064330327471398,1983.062727427536,136.58517874106718,20,16,2,0,0,1,0,0,VERIFY,1
synthetic_verify_0088,,,3.726021297963783,0.0184752045933029,0.0067841206957854,760.1584823216583,111.8138762712288,0.2257854632917582,1534.8373783387829,113.19864714327028,90,17,1,1,1,1,0,0,VERIFY,0
synthetic_verify_0067,,,2.626041934005523,0.0545192160427633,0.0251908420458923,698.5075017689672,255.13648225180256,0.132490935462753,1507.852222083393,140.0912005659086,28,4,2,0,0,1,0,0,VERIFY,0
synthetic_reject_0165,,,3.012177496479678,0.02173369806926816,0.050706444183964576,1137.0603584399928,109.32758781844022,0.2715733987317442,1690.6774613894804,127.82598841952236,85,6,3,2,1,3,1,1,REJECT,1
synthetic_proceed_0035,,,4.0436617506103785,0.04215803544580119,0.004187169539052463,1519.4860849254176,659.3284503878785,0.185931549517174,1463.523122682582,155.49325397850504,100,16,0,0,0,0,0,0,PROCEED,1
clip_0076,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0076.wav,Thank you very much.,5.0,0.003065,0.00322,249.65,38.98,0.198849,2051.85,117.19,20,4,0,0,0,0,0,0,PROCEED,0
clip_0470,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0470.wav,"percent. So when you combine both, on-account workers and the family workers",5.0,0.029791631142629862,0.038429185496531404,580.97372958649,515.5152444404455,0.184107,1898.75,104.17,76,12,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0060,,,4.266956439652295,0.03193479192903912,0.0196483676450951,1323.8023911442149,744.8641913089634,0.2146242328144834,1606.0151430179642,107.2307326519369,94,10,3,1,2,1,1,2,REJECT,1
synthetic_reject_0167,,,4.249567725578805,0.0189476693424582,0.033891602742819,400.8009364575179,434.0925268538221,0.2680562629891554,2364.750209063024,135.2500967407889,23,17,3,2,2,1,2,2,REJECT,0
clip_0051,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0051.wav,story when it comes to DTI Dayananda Pharma.,5.0,0.014828527269925139,0.020554666646236987,270.35071828850755,27.063468354213047,0.184294,1854.69,110.29,44,8,0,0,0,0,0,0,PROCEED,1
clip_0379,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0379.wav,"enough time arguing whether agriculture is good or bad, there is a definite potential",5.0,0.033318,0.027718,172.26,16.15,0.1967,1997.76,93.75,85,14,0,0,0,0,0,0,PROCEED,0
clip_0249,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0249.wav,in the highlands of the central province of Sri Lanka. Anthurium and Orchids are the,5.0,0.070514,0.045714,228.48,35.41,0.277397,2442.3,98.68,84,15,0,0,0,0,0,0,PROCEED,0
clip_0188,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0188.wav,tanks and reservoir systems in Sri Lanka. Sri Lanka has 103 rivers.,5.0,0.035196,0.024879,175.41,35.77,0.213099,2070.4,104.17,67,12,0,0,0,0,0,0,PROCEED,0
synthetic_proceed_0026,,,4.3136304621768975,0.017582044343948514,0.010862867588217962,1902.045447973324,589.422251463949,0.1975778170782943,1745.7974274607416,140.39204436622273,113,6,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0033,,,4.732127779000817,0.01644176324799407,0.012823484204480888,651.6495478695244,644.8267660312877,0.29770970327669,1580.5002693242338,139.4130715352135,82,13,3,3,3,2,1,1,REJECT,1
synthetic_verify_0115,,,4.4828213449076415,0.022470999086969673,0.01468552763191584,1313.1080423657222,138.58092555456201,0.1669653443370302,2563.5391266852057,153.4708570265026,50,15,2,0,1,1,1,0,VERIFY,1
clip_0398,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0398.wav,be indebted and go on our vendor needs to other countries to ensure our food supply.,5.0,0.023266141895860806,0.02645625027660558,134.30712144234462,1.7849587564933305,0.188094,1959.57,110.29,84,16,0,0,0,0,0,0,PROCEED,1
synthetic_proceed_0091,,,3.5690239194848883,0.0080589778620015,0.0310789611947873,1552.987399426606,114.03185813417583,0.2662344583723021,2424.07488024433,171.43404426664836,49,13,1,0,0,0,0,0,PROCEED,0
clip_0268,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0268.wav,international trade fairs and can always reach us at www.,4.231,0.060472,0.038493,0.0,0.0,0.275057,2489.44,110.29,57,10,0,0,0,0,0,0,PROCEED,0
clip_0317,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0317.wav,of the year that you have to have less work but our labour laws do not commit such a flexibility.,5.0,0.03543823293880039,0.03197165964726286,875.3757736125259,499.4904481469356,0.190896,1905.2,117.19,97,20,0,0,0,0,0,0,PROCEED,1
clip_0453,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0453.wav,"And when you look at the population profile in matching to this, about four districts.",5.0,0.029379,0.025712,1304.17,519.6,0.223213,2111.64,133.93,86,15,0,0,0,0,0,0,PROCEED,0
clip_0182,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0182.wav,Tropical maritime humid island close the equator,5.0,0.024042,0.021676,147.19,18.1,0.197446,2034.5,187.5,48,7,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0122,,,3.198356199174432,0.036801055746394966,0.05034027466651826,393.3404974496922,432.41039931982516,0.2519528332853414,2139.1825403122148,98.8024734615416,131,17,2,2,3,3,2,0,REJECT,1
clip_0023,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0023.wav,I believe everybody would like to do some systematic call it,5.0,0.014138,0.014859,265.05,76.42,0.185833,2035.61,133.93,60,11,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0060,,,4.266956439652295,0.0291838226988261,0.0148774625925488,1260.6488433589836,590.9532648080602,0.2146242328144834,1606.0151430179642,107.2307326519369,94,10,3,1,2,1,1,2,REJECT,0
synthetic_reject_0143,,,4.270178211819438,0.0397413214384907,0.0176455114009157,224.3584784419297,59.63774260871103,0.167396841075576,1455.3482772028806,136.71707799193857,71,13,3,1,1,2,1,0,REJECT,0
synthetic_proceed_0065,,,3.806077515814264,0.04309563089453648,0.03950295075318582,1284.4324774977933,310.17093496340436,0.1368336222476237,1912.534935703201,92.87544373680556,82,16,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0026,,,4.351411808148775,0.0147454220633673,0.0257928973199399,858.0362367369631,42.59852802331907,0.1615430377067757,2498.80667871398,141.63144922328962,69,16,1,0,1,1,0,0,VERIFY,0
clip_0059,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0059.wav,This Kheels Govithiri project is one of the best examples when it comes to our four people.,5.0,0.02318075270499299,0.026767922125838724,271.23548032837004,156.0796938277409,0.155861,1611.13,156.25,91,17,0,0,0,0,0,0,PROCEED,1
clip_0534,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0534.wav,"The highest percentage of polyagenes foods, that is coconut and associated, where...",5.0,0.023909452426002592,0.019649688014966887,161.93450867206158,14.956317792259878,0.213827,2071.53,144.23,84,12,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0006,,,3.2745171883061723,0.022497847319881,0.0230251980898403,665.8868871116234,184.874127833844,0.1836820485725585,2394.2667174872977,158.92928483196857,69,16,2,1,0,0,0,1,VERIFY,0
clip_0367,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0367.wav,"quickly digital inventory, land suitability and land utilization plans.",5.0,0.023588,0.017892,164.42,15.93,0.192094,2038.28,104.17,71,9,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0075,,,3.010290341509429,0.0600970804574455,0.0180018806533723,1367.616898440583,20.649664658463504,0.2201127123071562,2307.962964541922,105.8688330697908,32,18,2,2,1,2,0,2,REJECT,0
synthetic_reject_0015,,,4.589622607083297,0.0426450401207855,0.0301916359619225,764.1506560373526,133.2409329228658,0.2500413807470709,1736.9268349290269,82.43159664314538,68,5,3,2,1,3,2,2,REJECT,0
synthetic_proceed_0086,,,3.629610117841136,0.0365573466183731,0.023075980892281,848.4596719341182,123.04867108126729,0.1460878548797101,1705.7211035943442,171.4526153802056,26,17,0,0,0,0,0,0,PROCEED,0
clip_0517,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0517.wav,holdings and extent has increased when you compare with 1982 to 2000,5.0,0.031044979981409728,0.026470306280198315,160.2529628702527,13.833335065726803,0.201887,1985.59,110.29,68,12,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0061,,,4.739224860666541,0.022670270590362314,0.015963598005716697,579.2208998241674,165.03427342402253,0.2410290917925066,2391.2776214579426,147.3092130911217,18,4,0,0,1,0,0,0,VERIFY,1
synthetic_verify_0067,,,2.626041934005523,0.05244016189317169,0.02994363850246048,765.2901743686905,355.11134829121704,0.132490935462753,1507.852222083393,140.0912005659086,28,4,2,0,0,1,0,0,VERIFY,1
synthetic_verify_0082,,,2.636413520706747,0.04121511319014305,0.04737825370048262,539.4034010377071,154.65040646934403,0.1996639222679067,1458.035253258537,162.04875844802748,82,13,1,0,1,1,1,0,VERIFY,1
synthetic_reject_0011,,,3.081550283109528,0.04286254831570523,0.04044193111686604,82.79698132108642,391.8491278885153,0.1607692395356288,2174.20734849134,97.43664290049917,147,11,3,1,2,1,2,2,REJECT,1
synthetic_verify_0152,,,4.149983625338293,0.0294384206430798,0.0095994333999343,351.8577590856797,294.7955839697978,0.2492702305608924,1549.306264222272,139.9597260044054,96,7,1,1,1,0,1,0,VERIFY,0
clip_0246,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0246.wav,The major varieties of ink temperate cut flowers include carnation,5.0,0.06769314929243272,0.06477853427133709,218.51010222017683,0.4800266036747973,0.258923,2388.95,104.17,66,10,0,0,0,0,0,0,PROCEED,1
clip_0329,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0329.wav,That means agriculture is definitely not an attractive proposition for them. So that is the most...,5.0,0.024564,0.016149,146.03,11.58,0.189829,1917.47,144.23,99,16,0,0,0,0,0,0,PROCEED,0
clip_0379,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0379.wav,"enough time arguing whether agriculture is good or bad, there is a definite potential",5.0,0.035620686339855115,0.033909847364695746,196.61509753054906,22.17542164719955,0.1967,1997.76,93.75,85,14,0,0,0,0,0,0,PROCEED,1
synthetic_proceed_0065,,,3.806077515814264,0.0471950077140067,0.0323189629489428,1148.6518245292848,224.3942570526472,0.1368336222476237,1912.534935703201,92.87544373680556,82,16,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0184,,,3.719750488198255,0.0202128233968198,0.0269380920522695,462.55388712432193,497.8661365704312,0.2064330327471398,1983.062727427536,136.58517874106718,20,16,2,0,0,1,0,0,VERIFY,0
clip_0314,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0314.wav,Of course we have archaic labour laws as explained earlier and people don't like to...,5.0,0.03319744381842948,0.036817263997913026,1102.3660920551354,70.96155586915904,0.176549,1838.53,104.17,86,15,0,0,0,0,0,0,PROCEED,1
synthetic_proceed_0010,,,4.513853690254027,0.0444365531280502,0.0100050680777143,1435.356997094996,504.077933460462,0.1355044388788265,1956.5717896092517,97.39773995218036,79,7,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0108,,,2.800908940524965,0.0133802374736191,0.0303410216070522,1118.129154791068,220.9625522473881,0.1414453209592886,2014.871384878528,114.883190745863,57,13,1,1,0,0,1,0,VERIFY,0
clip_0371,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0371.wav,provide lot of stimulus to expand our agriculture with.,5.0,0.026539,0.024087,341.57,343.54,0.202615,2018.48,117.19,55,9,0,0,0,0,0,0,PROCEED,0
clip_0413,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0413.wav,we have 6.3 million and agriculture land is 42% of...,5.0,0.027552,0.022998,146.86,3.07,0.200127,2045.84,133.93,53,10,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0129,,,3.026805252864331,0.0305510129268319,0.0115608217930536,102.61705278957812,179.91751479542032,0.1696102209622101,2344.551923121925,177.4834652781112,125,13,3,1,2,1,0,2,REJECT,0
clip_0486,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0486.wav,solution that I think is a good point to convince the government to let go.,5.0,0.0233118386197169,0.02805400828791237,632.0042989700767,493.93961080874067,0.191509,1939.49,156.25,75,15,0,0,0,0,0,0,PROCEED,1
clip_0101,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0101.wav,,5.0,0.003912,0.003621,516.1,121.93,0.210981,2100.82,93.75,0,0,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0162,,,4.78618041039083,0.01791936539435477,0.051507612746739415,748.9458051944863,398.4098846404815,0.2327866519967778,2511.659128076104,81.9116094429764,41,17,1,3,2,2,2,2,REJECT,1
synthetic_verify_0072,,,3.980753427655239,0.0447326886405087,0.0177634736682017,899.2817602870965,336.6423715908924,0.1415211595953701,2087.1714237387014,105.6743496309758,53,6,1,1,0,1,0,0,VERIFY,0
clip_0559,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0559.wav,"of agriculture, the real benefit.",5.0,0.027417,0.017562,148.3,21.47,0.172245,1827.39,144.23,33,5,0,0,0,0,0,0,PROCEED,0
synthetic_proceed_0061,,,3.971261468064251,0.0507714111526548,0.0042512011693701,17.602884550371357,52.58603710815646,0.2164188111110601,2425.346099822484,80.48844660202519,13,5,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0078,,,3.891805412753497,0.0300494666454916,0.0448993575055198,667.9628882421608,281.8044741112118,0.1494522878145004,2353.7714584999158,149.36822257814885,135,6,3,1,1,3,2,0,REJECT,0
clip_0636,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0636.wav,this state of why is it a sleeping giant? How can we wake it up?,5.0,0.024407,0.02424,575.87,380.58,0.192485,1995.63,125.0,64,15,0,0,0,0,0,0,PROCEED,0
clip_0650,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0650.wav,make a successful enterprise and declining land at the,5.0,0.029041,0.026053,168.29,44.1,0.204982,2016.37,125.0,54,9,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0127,,,4.131099929842881,0.0688805693268636,0.0157852938839561,1065.3653411945554,359.7698846637031,0.2255662365939672,2237.20475302409,172.96169228756844,70,9,1,3,1,2,1,1,REJECT,0
synthetic_verify_0061,,,4.739224860666541,0.0248643602140663,0.0130497813887134,522.9995678761659,127.86047673827288,0.2410290917925066,2391.2776214579426,147.3092130911217,18,4,0,0,1,0,0,0,VERIFY,0
clip_0369,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0369.wav,agriculture like what the government did when the coffee industry was decimated.,5.0,0.026462176179847554,0.023203507349968042,376.7182054060172,392.3843898167981,0.16372,1845.47,125.0,80,12,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0013,,,4.77554019752192,0.05814462798781031,0.05594128097307482,1358.8121162370344,502.0389567429891,0.2245235918585618,1846.739319874092,174.01334424577783,112,6,1,2,2,2,1,2,REJECT,1
clip_0543,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0543.wav,and this makes a strong case for zoning and concentrating on certain crops.,5.0,0.02714047440038649,0.03150138537271307,503.5285892758057,479.8758746664698,0.188445,1900.29,133.93,75,13,0,0,0,0,0,0,PROCEED,1
clip_0444,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0444.wav,"about the low productivity in agriculture, yes that is a fact.",5.0,0.029001,0.027568,1016.63,154.15,0.194261,1962.64,125.0,62,11,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0133,,,4.612807234465679,0.0402581932678327,0.0118184802143993,1190.103389106848,136.79099363886513,0.1665517502798469,1597.6476241187552,113.02150648714976,129,8,2,1,3,3,2,1,REJECT,0
clip_0602,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0602.wav,"And the red bar shows you the loans they have paid. So there is always, if you look at the...",5.0,0.028024,0.02346,149.27,12.99,0.191867,1965.32,110.29,93,20,0,0,0,0,0,0,PROCEED,0
clip_0643,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0643.wav,"lead to low farm family income due to small land ownership. Now, for example,",5.0,0.03670654766907371,0.03852478328991302,1116.3401584837306,72.36164433781336,0.190268,1920.25,133.93,77,14,1,0,0,0,0,0,PROCEED,1
synthetic_reject_0011,,,3.081550283109528,0.0474991118753533,0.0337147526644798,74.05235194539142,317.013973813583,0.1607692395356288,2174.20734849134,97.43664290049917,147,11,3,1,2,1,2,2,REJECT,0
clip_0440,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0440.wav,"that age group of 559 years, we are not a very old generation.",5.0,0.022672202819009127,0.024094454378045145,167.5356332271602,15.453173603141446,0.214614,2094.42,156.25,62,13,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0068,,,4.865179818850506,0.018238394360451778,0.013053470537616324,140.44173092957166,94.23046882500954,0.1267674191771269,1975.7375922278056,138.07572072273277,140,14,1,1,2,2,0,1,REJECT,1
clip_0473,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0473.wav,another issue in having commercial and productive agriculture.,5.0,0.029326780856651573,0.025439180713922663,0.0,0.0,0.19692,1946.87,85.23,62,8,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0183,,,3.000885562874416,0.062071370489125206,0.01851257502375291,1648.5691457117114,794.493028193029,0.209041534126431,2015.2642973751535,128.15493402758543,86,8,1,1,1,2,1,2,REJECT,1
clip_0584,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0584.wav,"Having all the advantages, having a huge land mass, engaged in agriculture.",5.0,0.031275628382513646,0.04020732693112923,417.4845834780108,493.95590325595714,0.198068,1989.46,133.93,75,12,0,0,0,0,0,0,PROCEED,1
